Municipio;Dose;Contagem de Id Vacinacao
GUAPIARA;2° Dose;120
VERA CRUZ;2° Dose;179
PALESTINA;2° Dose;97
SERRA AZUL;2° Dose;172
BOA ESPERANÇA DO SUL;2° Dose;164
RIBEIRÃO BONITO;2° Dose;88
ITARIRI;2° Dose;152
BURI;2° Dose;137
MORUNGABA;2° Dose;123
IEPÊ;2° Dose;132
CARDOSO;2° Dose;152
MINEIROS DO TIETÊ;2° Dose;150
ITABERÁ;2° Dose;133
MACAUBAL;2° Dose;179
SALESÓPOLIS;2° Dose;121
BOCAINA;2° Dose;91
TORRINHA;2° Dose;124
MARACAÍ;2° Dose;182
PRADÓPOLIS;2° Dose;144
JUQUIÁ;2° Dose;105
BARRA DO TURVO;2° Dose;68
SALES OLIVEIRA;2° Dose;141
IACANGA;2° Dose;175
ENGENHEIRO COELHO;2° Dose;164
PAULO DE FARIA;2° Dose;133
BANANAL;2° Dose;165
FLÓRIDA PAULISTA;2° Dose;151
PINHALZINHO;2° Dose;95
BILAC;2° Dose;157
ALUMÍNIO;2° Dose;151
ARAÇARIGUAMA;2° Dose;176
CAJOBI;2° Dose;130
CANANÉIA;2° Dose;141
JACI;2° Dose;193
ARIRANHA;2° Dose;178
SEVERÍNIA;2° Dose;124
JOANÓPOLIS;2° Dose;162
PARAPUÃ;2° Dose;140
BÁLSAMO;2° Dose;152
CRAVINHOS;2° Dose;106
IPUÃ;2° Dose;153
IPAUSSU;2° Dose;127
PIRAPORA DO BOM JESUS;2° Dose;207
ITAPUÍ;2° Dose;171
MIRACATU;2° Dose;179
NAZARÉ PAULISTA;2° Dose;110
PALMEIRA D'OESTE;2° Dose;150
PACAEMBU;2° Dose;145
BURITAMA;2° Dose;154
URUPÊS;2° Dose;124
CESÁRIO LANGE;2° Dose;181
ITATINGA;2° Dose;144
TABAPUÃ;2° Dose;113
PATROCÍNIO PAULISTA;2° Dose;151
ESTRELA D'OESTE;2° Dose;170
UCHOA;2° Dose;183
SÃO SIMÃO;2° Dose;174
PANORAMA;2° Dose;180
OUROESTE;2° Dose;216
TABATINGA;2° Dose;175
SANTA BRANCA;2° Dose;172
OURO VERDE;2° Dose;168
ITAPORANGA;2° Dose;186
PIRANGI;2° Dose;187
CAJATI;2° Dose;165
ÁGUAS DE LINDÓIA;2° Dose;153
POTIM;2° Dose;142
REGENTE FEIJÓ;2° Dose;144
ITIRAPINA;2° Dose;173
URÂNIA;2° Dose;246
SÃO SEBASTIÃO DA GRAMA;2° Dose;227
NHANDEARA;2° Dose;151
IPERÓ;2° Dose;187
AURIFLAMA;2° Dose;192
BERNARDINO DE CAMPOS;2° Dose;121
QUATÁ;2° Dose;156
TAPIRATIBA;2° Dose;216
IGARAÇU DO TIETÊ;2° Dose;156
CAFELÂNDIA;2° Dose;116
AVAÍ;2° Dose;294
BOM JESUS DOS PERDÕES;2° Dose;187
VIRADOURO;2° Dose;201
PEDREGULHO;2° Dose;176
ITAJOBI;2° Dose;170
SANTA GERTRUDES;2° Dose;182
COLINA;2° Dose;222
PARAIBUNA;2° Dose;173
APIAÍ;2° Dose;186
CONCHAS;2° Dose;184
CACONDE;2° Dose;194
BIRITIBA MIRIM;2° Dose;162
ANGATUBA;2° Dose;169
BROTAS;2° Dose;198
BASTOS;2° Dose;198
BORBOREMA;2° Dose;234
NEVES PAULISTA;2° Dose;232
MACATUBA;2° Dose;168
CUNHA;2° Dose;214
DUARTINA;2° Dose;156
CORDEIRÓPOLIS;2° Dose;72
GUAPIAÇU;2° Dose;225
MONTE AZUL PAULISTA;2° Dose;175
PARANAPANEMA;2° Dose;248
CEDRAL;2° Dose;317
POTIRENDABA;2° Dose;245
FARTURA;2° Dose;242
SANTA ADÉLIA;2° Dose;229
GENERAL SALGADO;2° Dose;301
BADY BASSITT;2° Dose;236
CONCHAL;2° Dose;244
MIRANTE DO PARANAPANEMA;2° Dose;219
SANTA ROSA DE VITERBO;2° Dose;219
PIRACAIA;2° Dose;205
IRACEMÁPOLIS;2° Dose;303
CERQUEIRA CÉSAR;2° Dose;213
TAMBAÚ;2° Dose;208
ALTINÓPOLIS;2° Dose;334
TEODORO SAMPAIO;2° Dose;197
SANTO ANTÔNIO DE POSSE;2° Dose;222
ROSANA;2° Dose;288
ITAÍ;2° Dose;325
GUARIBA;2° Dose;317
BARRINHA;2° Dose;295
RIO DAS PEDRAS;2° Dose;240
PINDORAMA;2° Dose;285
CASTILHO;2° Dose;325
ARAÇOIABA DA SERRA;2° Dose;207
DIVINOLÂNDIA;2° Dose;346
ÁLVARES MACHADO;2° Dose;190
PIRAPOZINHO;2° Dose;298
GUARÁ;2° Dose;309
JUNQUEIRÓPOLIS;2° Dose;279
IBATÉ;2° Dose;282
DOIS CÓRREGOS;2° Dose;224
SÃO MIGUEL ARCANJO;2° Dose;233
LUCÉLIA;2° Dose;346
MARTINÓPOLIS;2° Dose;261
BRODOWSKI;2° Dose;302
PIRATININGA;2° Dose;272
JARINU;2° Dose;298
SANTO ANASTÁCIO;2° Dose;256
PRESIDENTE BERNARDES;2° Dose;294
AGUAÍ;2° Dose;307
SÃO PEDRO;2° Dose;246
NOVA GRANADA;2° Dose;350
MIGUELÓPOLIS;2° Dose;344
IGUAPE;2° Dose;397
PILAR DO SUL;2° Dose;338
PIRAJUÍ;2° Dose;257
IGARAPAVA;2° Dose;430
CAJURU;2° Dose;242
PALMITAL;2° Dose;346
CABREÚVA;2° Dose;108
JUQUITIBA;2° Dose;364
TUPI PAULISTA;2° Dose;290
POMPÉIA;2° Dose;363
RIO GRANDE DA SERRA;2° Dose;350
ITARARÉ;2° Dose;155
VALPARAÍSO;2° Dose;410
PIEDADE;2° Dose;227
LARANJAL PAULISTA;2° Dose;330
CÂNDIDO MOTA;2° Dose;244
PEREIRA BARRETO;2° Dose;354
GUARAREMA;2° Dose;463
PITANGUEIRAS;2° Dose;382
SÃO MANUEL;2° Dose;390
MORRO AGUDO;2° Dose;443
JAGUARIÚNA;2° Dose;200
SERRANA;2° Dose;275
APARECIDA;2° Dose;427
TAQUARITUBA;2° Dose;498
ITUPEVA;2° Dose;434
MONTE APRAZÍVEL;2° Dose;365
GUARARAPES;2° Dose;355
CERQUILHO;2° Dose;310
SANTA CRUZ DAS PALMEIRAS;2° Dose;424
LOUVEIRA;2° Dose;440
NOVA ODESSA;2° Dose;296
VARGEM GRANDE PAULISTA;2° Dose;270
ILHA SOLTEIRA;2° Dose;452
PONTAL;2° Dose;516
SERRA NEGRA;2° Dose;244
ILHABELA;2° Dose;436
ORLÂNDIA;2° Dose;352
JARDINÓPOLIS;2° Dose;482
MONGAGUÁ;2° Dose;253
CACHOEIRA PAULISTA;2° Dose;381
RANCHARIA;2° Dose;327
MONTE MOR;2° Dose;419
GUAÍRA;2° Dose;412
MAIRINQUE;2° Dose;387
CAPÃO BONITO;2° Dose;512
PARIQUERA-AÇU;2° Dose;414
PARAGUAÇU PAULISTA;2° Dose;412
PEDERNEIRAS;2° Dose;416
SANTA RITA DO PASSA QUATRO;2° Dose;365
SALTO DE PIRAPORA;2° Dose;429
CASA BRANCA;2° Dose;526
TANABI;2° Dose;586
TIETÊ;2° Dose;456
PIRAJU;2° Dose;531
COSMÓPOLIS;2° Dose;411
IBIÚNA;2° Dose;770
MIRANDÓPOLIS;2° Dose;541
JOSÉ BONIFÁCIO;2° Dose;571
CAJAMAR;2° Dose;533
BOITUVA;2° Dose;466
PORTO FELIZ;2° Dose;424
ITUVERAVA;2° Dose;492
AMÉRICO BRASILIENSE;2° Dose;612
SANTA ISABEL;2° Dose;551
PROMISSÃO;2° Dose;442
BARIRI;2° Dose;438
ARTUR NOGUEIRA;2° Dose;572
OSVALDO CRUZ;2° Dose;485
PRESIDENTE EPITÁCIO;2° Dose;627
ARUJÁ;2° Dose;481
ELDORADO;2° Dose;847
DESCALVADO;2° Dose;551
SOCORRO;2° Dose;554
CAMPOS DO JORDÃO;2° Dose;638
JANDIRA;2° Dose;765
ITÁPOLIS;2° Dose;435
CAPIVARI;2° Dose;542
BERTIOGA;2° Dose;821
NOVO HORIZONTE;2° Dose;632
CAMPO LIMPO PAULISTA;2° Dose;699
EMBU-GUAÇU;2° Dose;454
GARÇA;2° Dose;542
OLÍMPIA;2° Dose;575
BARRA BONITA;2° Dose;672
PORTO FERREIRA;2° Dose;565
PEDREIRA;2° Dose;639
PERUÍBE;2° Dose;672
SÃO JOSÉ DO RIO PARDO;2° Dose;339
MONTE ALTO;2° Dose;677
SANTA FÉ DO SUL;2° Dose;780
VÁRZEA PAULISTA;2° Dose;950
VARGEM GRANDE DO SUL;2° Dose;920
AGUDOS;2° Dose;822
ESPÍRITO SANTO DO PINHAL;2° Dose;640
BATATAIS;2° Dose;639
TREMEMBÉ;2° Dose;714
REGISTRO;2° Dose;828
SÃO JOAQUIM DA BARRA;2° Dose;641
SANTA CRUZ DO RIO PARDO;2° Dose;835
IBITINGA;2° Dose;715
ANDRADINA;2° Dose;286
ADAMANTINA;2° Dose;1003
LENÇÓIS PAULISTA;2° Dose;922
MAIRIPORÃ;2° Dose;730
SÃO SEBASTIÃO;2° Dose;880
PRESIDENTE VENCESLAU;2° Dose;997
MIRASSOL;2° Dose;967
VINHEDO;2° Dose;647
CRUZEIRO;2° Dose;785
MATÃO;2° Dose;821
PENÁPOLIS;2° Dose;821
UBATUBA;2° Dose;919
CAIEIRAS;2° Dose;1049
SÃO ROQUE;2° Dose;673
AMPARO;2° Dose;780
BEBEDOURO;2° Dose;570
ITAPIRA;2° Dose;831
JABOTICABAL;2° Dose;820
TAQUARITINGA;2° Dose;1003
JALES;2° Dose;775
LORENA;2° Dose;901
BIRIGUI;2° Dose;765
CAÇAPAVA;2° Dose;1196
PAULÍNIA;2° Dose;1133
DRACENA;2° Dose;1134
VOTORANTIM;2° Dose;1163
SANTANA DE PARNAÍBA;2° Dose;1147
ITAPEVA;2° Dose;1079
FRANCISCO MORATO;2° Dose;1354
SALTO;2° Dose;1020
POÁ;2° Dose;1372
MOCOCA;2° Dose;1291
PIRASSUNUNGA;2° Dose;1247
CUBATÃO;2° Dose;815
ITANHAÉM;2° Dose;1226
ITAPEVI;2° Dose;1575
CARAGUATATUBA;2° Dose;1153
ITATIBA;2° Dose;1412
LEME;2° Dose;1637
MOGI MIRIM;2° Dose;1092
VALINHOS;2° Dose;1422
FERRAZ DE VASCONCELOS;2° Dose;1753
OURINHOS;2° Dose;1494
TUPÃ;2° Dose;1620
AVARÉ;2° Dose;1860
LINS;2° Dose;1407
ITAQUAQUECETUBA;2° Dose;1445
ITAPECERICA DA SERRA;2° Dose;1577
FERNANDÓPOLIS;2° Dose;1320
GUARATINGUETÁ;2° Dose;1236
RIBEIRÃO PIRES;2° Dose;2110
SERTÃOZINHO;2° Dose;1673
SANTA BÁRBARA D'OESTE;2° Dose;1782
FRANCO DA ROCHA;2° Dose;2090
TATUÍ;2° Dose;1625
EMBU DAS ARTES;2° Dose;1550
MOGI GUAÇU;2° Dose;1435
COTIA;2° Dose;1312
ARARAS;2° Dose;1670
HORTOLÂNDIA;2° Dose;1842
PINDAMONHANGABA;2° Dose;2368
ASSIS;2° Dose;1798
ITU;2° Dose;2236
VOTUPORANGA;2° Dose;2167
SÃO JOÃO DA BOA VISTA;2° Dose;1846
ATIBAIA;2° Dose;1928
ITAPETININGA;2° Dose;2057
LIMEIRA;2° Dose;353
PRAIA GRANDE;2° Dose;1860
BRAGANÇA PAULISTA;2° Dose;2267
SUMARÉ;2° Dose;2050
JAÚ;2° Dose;2140
SÃO VICENTE;2° Dose;2358
CARAPICUÍBA;2° Dose;1993
INDAIATUBA;2° Dose;2878
BARRETOS;2° Dose;2609
SUZANO;2° Dose;2343
JACAREÍ;2° Dose;3212
AMERICANA;2° Dose;3090
GUARUJÁ;2° Dose;2204
ARAÇATUBA;2° Dose;2622
CATANDUVA;2° Dose;4032
RIO CLARO;2° Dose;2422
TABOÃO DA SERRA;2° Dose;3737
BARUERI;2° Dose;3968
FRANCA;2° Dose;2940
BOTUCATU;2° Dose;4450
DIADEMA;2° Dose;3784
MAUÁ;2° Dose;3503
TAUBATÉ;2° Dose;3838
ARARAQUARA;2° Dose;3567
SÃO CARLOS;2° Dose;3405
PRESIDENTE PRUDENTE;2° Dose;4009
JUNDIAÍ;2° Dose;4068
SÃO CAETANO DO SUL;2° Dose;5026
SOROCABA;2° Dose;3564
MOGI DAS CRUZES;2° Dose;3518
MARÍLIA;2° Dose;4948
PIRACICABA;2° Dose;3800
OSASCO;2° Dose;5463
BAURU;2° Dose;9100
SÃO JOSÉ DOS CAMPOS;2° Dose;9193
SÃO JOSÉ DO RIO PRETO;2° Dose;14069
SANTO ANDRÉ;2° Dose;7631
RIBEIRÃO PRETO;2° Dose;11972
GUARULHOS;2° Dose;9699
SANTOS;2° Dose;11328
SÃO BERNARDO DO CAMPO;2° Dose;12106
CAMPINAS;2° Dose;28323
SÃO PAULO;2° Dose;183777
NOVA CASTILHO;1° Dose;65
BORÁ;1° Dose;61
VITÓRIA BRASIL;1° Dose;74
GABRIEL MONTEIRO;1° Dose;77
SANTANA DA PONTE PENSA;1° Dose;91
GUARANI D'OESTE;1° Dose;96
QUADRA;1° Dose;90
DIRCE REIS;1° Dose;94
SÃO JOÃO DAS DUAS PONTES;1° Dose;95
ASPÁSIA;1° Dose;93
ZACARIAS;1° Dose;91
SAGRES;1° Dose;82
ESTRELA DO NORTE;1° Dose;98
JUMIRIM;1° Dose;107
TRABIJU;1° Dose;104
SANTA CRUZ DA ESPERANÇA;1° Dose;100
UNIÃO PAULISTA;1° Dose;92
BOREBI;1° Dose;97
EMBAÚBA;1° Dose;107
ARAPEÍ;1° Dose;109
TAQUARAL;1° Dose;106
URU;1° Dose;113
PLATINA;1° Dose;108
CRUZÁLIA;1° Dose;122
ITAPIRAPUÃ PAULISTA;1° Dose;115
BOM SUCESSO DE ITARARÉ;1° Dose;126
PAULISTÂNIA;1° Dose;107
TEJUPÁ;1° Dose;119
BENTO DE ABREU;1° Dose;126
NANTES;1° Dose;121
DOLCINÓPOLIS;1° Dose;120
ESPÍRITO SANTO DO TURVO;1° Dose;118
LUCIANÓPOLIS;1° Dose;128
SANTA CLARA D'OESTE;1° Dose;122
JÚLIO MESQUITA;1° Dose;126
CÁSSIA DOS COQUEIROS;1° Dose;139
NOVA CANAÃ PAULISTA;1° Dose;130
NOVA LUZITÂNIA;1° Dose;136
PONTALINDA;1° Dose;121
PRACINHA;1° Dose;117
FERNÃO;1° Dose;115
MESÓPOLIS;1° Dose;126
RUBIÁCEA;1° Dose;127
ÁLVARO DE CARVALHO;1° Dose;120
MARIÁPOLIS;1° Dose;130
ÓLEO;1° Dose;144
NOVA GUATAPORANGA;1° Dose;138
SÃO FRANCISCO;1° Dose;112
BARRA DO CHAPÉU;1° Dose;137
CÂNDIDO RODRIGUES;1° Dose;140
MIRA ESTRELA;1° Dose;147
RIBEIRA;1° Dose;142
SABINO;1° Dose;171
MARINÓPOLIS;1° Dose;128
SÃO JOÃO DE IRACEMA;1° Dose;127
SUZANÁPOLIS;1° Dose;156
MARABÁ PAULISTA;1° Dose;136
TURIÚBA;1° Dose;116
SANTA RITA D'OESTE;1° Dose;129
MACEDÔNIA;1° Dose;144
PONTES GESTAL;1° Dose;145
RUBINÉIA;1° Dose;154
TAQUARIVAÍ;1° Dose;140
CORUMBATAÍ;1° Dose;143
CANAS;1° Dose;148
PEDRANÓPOLIS;1° Dose;134
MOTUCA;1° Dose;162
QUEIROZ;1° Dose;132
NIPOÃ;1° Dose;154
RIFAINA;1° Dose;160
JOÃO RAMALHO;1° Dose;158
PRESIDENTE ALVES;1° Dose;167
CANITAR;1° Dose;152
BALBINOS;1° Dose;147
SÃO JOÃO DO PAU D'ALHO;1° Dose;167
ELISIÁRIO;1° Dose;170
FLORÍNEA;1° Dose;161
NOVAIS;1° Dose;144
FLORA RICA;1° Dose;180
BREJO ALEGRE;1° Dose;158
ALVINLÂNDIA;1° Dose;146
NOVA INDEPENDÊNCIA;1° Dose;160
COROADOS;1° Dose;177
SÃO JOSÉ DO BARREIRO;1° Dose;161
RIBEIRÃO DO SUL;1° Dose;176
OSCAR BRESSANE;1° Dose;155
SANTA SALETE;1° Dose;154
ARAMINA;1° Dose;173
CAMPOS NOVOS PAULISTA;1° Dose;174
JERIQUARA;1° Dose;160
PONGAÍ;1° Dose;161
SANDOVALINA;1° Dose;153
AREIAS;1° Dose;166
CAIABU;1° Dose;186
GLICÉRIO;1° Dose;176
PARISI;1° Dose;159
SANTA MERCEDES;1° Dose;187
LOURDES;1° Dose;156
EMILIANÓPOLIS;1° Dose;167
MARAPOAMA;1° Dose;171
ANHEMBI;1° Dose;180
PEDRINHAS PAULISTA;1° Dose;159
RIVERSUL;1° Dose;201
ALTO ALEGRE;1° Dose;179
LAVRINHAS;1° Dose;185
LUPÉRCIO;1° Dose;173
LUIZIÂNIA;1° Dose;185
MONTEIRO LOBATO;1° Dose;176
TORRE DE PEDRA;1° Dose;178
ALAMBARI;1° Dose;198
MOMBUCA;1° Dose;161
NARANDIBA;1° Dose;192
TURMALINA;1° Dose;177
